scope	rust_path	rust_text	upstream_path	upstream_text	notes
cardano-testnet-drep	crates/tools/cardano-testnet/src/process/cli/drep.rs	create_voting_tx_body_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/DRep.hs	createVotingTxBody	Idiomatic Rust casing for upstream DRep voting txbody builder.
cardano-testnet-drep	crates/tools/cardano-testnet/src/process/cli/drep.rs	generate_drep_key_pair_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/DRep.hs	generateDRepKeyPair	Idiomatic Rust casing for upstream DRep key-pair workflow plan.
cardano-testnet-drep	crates/tools/cardano-testnet/src/process/cli/drep.rs	generate_registration_certificate_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/DRep.hs	generateRegistrationCertificate	Idiomatic Rust casing for upstream DRep registration certificate builder.
cardano-testnet-drep	crates/tools/cardano-testnet/src/process/cli/drep.rs	generate_vote_file_plans	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/DRep.hs	generateVoteFiles	Idiomatic Rust casing for upstream DRep vote-file builder.
cardano-testnet-filepath	crates/tools/cardano-testnet/src/filepath.rs	Sprocket	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Filepath.hs	Sprocket	Socket path carrier imported and produced by upstream makeSprocket.
cardano-testnet-filepath	crates/tools/cardano-testnet/src/filepath.rs	TmpAbsolutePath	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Filepath.hs	TmpAbsolutePath	Temporary absolute path wrapper.
cardano-testnet-filepath	crates/tools/cardano-testnet/src/filepath.rs	make_log_dir	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Filepath.hs	makeLogDir	Idiomatic Rust casing for upstream log-dir helper.
cardano-testnet-filepath	crates/tools/cardano-testnet/src/filepath.rs	make_socket_dir	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Filepath.hs	makeSocketDir	Idiomatic Rust casing for upstream socket-dir helper.
cardano-testnet-filepath	crates/tools/cardano-testnet/src/filepath.rs	make_sprocket	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Filepath.hs	makeSprocket	Idiomatic Rust casing for upstream sprocket builder.
cardano-testnet-filepath	crates/tools/cardano-testnet/src/filepath.rs	make_tmp_base_abs_path	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Filepath.hs	makeTmpBaseAbsPath	Idiomatic Rust casing for upstream temp base-path helper.
cardano-testnet-filepath	crates/tools/cardano-testnet/src/filepath.rs	make_tmp_rel_path	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Filepath.hs	makeTmpRelPath	Idiomatic Rust casing for upstream temp relative-path helper.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	ByronAddr	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	ByronAddr	Byron address marker imported by upstream and carried locally.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	ByronDelegationCert	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	ByronDelegationCert	Byron delegation-certificate file marker.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	ByronDelegationKey	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	ByronDelegationKey	Byron delegation-key file marker.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	ByronKeyLegacy	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	ByronKeyLegacy	Legacy Byron signing-key marker imported by upstream and carried locally.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	OperatorCounter	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	OperatorCounter	Operator-counter file marker.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	cli_address_key_gen_args	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	cliAddressKeyGen	Idiomatic Rust casing for upstream payment keygen command builder.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	cli_byron_signing_key_address_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	cliByronSigningKeyAddress	Idiomatic Rust casing for upstream legacy Byron signing-key address workflow plan.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	cli_key_gen_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	cliKeyGen	Idiomatic Rust casing for upstream legacy Byron keygen workflow plan.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	cli_node_key_gen_args	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	cliNodeKeyGen	Idiomatic Rust casing for upstream node cold-keygen command builder.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	cli_node_key_gen_kes_args	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	cliNodeKeyGenKes	Idiomatic Rust casing for upstream KES keygen command builder.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	cli_node_key_gen_vrf_args	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	cliNodeKeyGenVrf	Idiomatic Rust casing for upstream VRF keygen command builder.
cardano-testnet-keys	crates/tools/cardano-testnet/src/process/cli/keys.rs	cli_stake_address_key_gen_args	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Cli/Keys.hs	cliStakeAddressKeyGen	Idiomatic Rust casing for upstream stake keygen command builder.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	opts_create_testnet	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	optsCreateTestnet	Idiomatic Rust casing for upstream create-env option parser.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	opts_testnet	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	optsTestnet	Idiomatic Rust casing for upstream cardano subcommand option parser.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	parse_creation_options	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	pCreationOptions	Idiomatic Rust parser helper for upstream pCreationOptions.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	parse_from_env	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	pFromEnv	Idiomatic Rust parser helper for upstream pFromEnv.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	parse_genesis_options	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	pGenesisOptions	Idiomatic Rust parser helper for upstream pGenesisOptions.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	parse_on_chain_params	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	pOnChainParams	Idiomatic Rust parser helper for upstream pOnChainParams.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	parse_runtime_options	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	pRuntimeOptions	Idiomatic Rust parser helper for upstream pRuntimeOptions.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	parse_testnet_node_options	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	pTestnetNodeOptions	Idiomatic Rust parser helper for upstream pTestnetNodeOptions.
cardano-testnet-parser-cardano	crates/tools/cardano-testnet/src/parser.rs	parse_update_timestamps	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Cardano.hs	pUpdateTimestamps	Idiomatic Rust parser helper for upstream pUpdateTimestamps.
cardano-testnet-parser-run	crates/tools/cardano-testnet/src/parser.rs	Cardano	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Run.hs	StartCardanoTestnet	Idiomatic Rust variant for upstream StartCardanoTestnet constructor.
cardano-testnet-parser-run	crates/tools/cardano-testnet/src/parser.rs	Command	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Run.hs	CardanoTestnetCommands	Top-level command sum; Rust keeps the local binary-facing name Command.
cardano-testnet-parser-run	crates/tools/cardano-testnet/src/parser.rs	CreateEnv	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Run.hs	CreateTestnetEnv	Idiomatic Rust variant for upstream CreateTestnetEnv constructor.
cardano-testnet-parser-run	crates/tools/cardano-testnet/src/parser.rs	Version	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Run.hs	GetVersion	Idiomatic Rust variant for upstream GetVersion constructor.
cardano-testnet-parser-run	crates/tools/cardano-testnet/src/parser.rs	parse_args	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Run.hs	commands	Idiomatic Rust entrypoint for upstream commands parser dispatch.
cardano-testnet-parser-version	crates/tools/cardano-testnet/src/parser.rs	VersionOptions	.reference-haskell-cardano-node/cardano-testnet/src/Parsers/Version.hs	VersionOptions	Version subcommand options marker.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	DEFAULT_CONFIG_FILE	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultConfigFile	Idiomatic Rust constant casing for upstream node configuration filename.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	DEFAULT_SOCKET_DIR	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultSocketDir	Idiomatic Rust constant casing for upstream socket directory name.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	DEFAULT_SOCKET_NAME	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultSocketName	Idiomatic Rust constant casing for upstream socket file name.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	default_node_data_dir	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultNodeDataDir	Idiomatic Rust casing for upstream node data-dir helper.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	default_node_name	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultNodeName	Idiomatic Rust casing for upstream node-name path helper.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	default_port_file	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultPortFile	Idiomatic Rust casing for upstream node port-file helper.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	default_socket_path	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultSocketPath	Idiomatic Rust casing for upstream node socket path helper.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	default_utxo_addr_path	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultUtxoAddrPath	Idiomatic Rust casing for upstream UTxO address path helper.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	default_utxo_key_dir	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultUtxoKeyDir	Idiomatic Rust casing for upstream UTxO key-dir helper.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	default_utxo_skey_path	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultUtxoSKeyPath	Idiomatic Rust casing for upstream UTxO signing-key path helper.
cardano-testnet-paths	crates/tools/cardano-testnet/src/paths.rs	default_utxo_vkey_path	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Testnet/Paths.hs	defaultUtxoVKeyPath	Idiomatic Rust casing for upstream UTxO verification-key path helper.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	add_env_vars_to_config	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	addEnvVarsToConfig	Idiomatic Rust casing for upstream environment-prepend helper.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	bash_path	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	bashPath	Idiomatic Rust casing for upstream Bash path resolver.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	exec_cli	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	execCli	Idiomatic Rust casing for upstream cardano-cli stdout executor.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	exec_cli_any	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	execCliAny	Idiomatic Rust casing for upstream non-throwing cardano-cli executor.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	exec_cli_stdout_to_json	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	execCliStdoutToJson	Idiomatic Rust casing for upstream JSON stdout decoder.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	exec_cli_unit	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	execCli_	Idiomatic Rust name for upstream cardano-cli unit executor.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	exec_create_script_context	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	execCreateScriptContext	Idiomatic Rust casing for upstream create-script-context executor.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	exec_kes_agent_control	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	execKESAgentControl	Idiomatic Rust casing for upstream kes-agent-control executor.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	exec_kes_agent_control_unit	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	execKESAgentControl_	Idiomatic Rust name for upstream kes-agent-control unit executor.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	initiate_process	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	initiateProcess	Idiomatic Rust casing for upstream process startup helper.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	mk_exec_config	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	mkExecConfig	Idiomatic Rust casing for upstream execution config builder.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	mk_exec_config_offline	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	mkExecConfigOffline	Idiomatic Rust casing for upstream offline execution config builder.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	proc_chairman_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	procChairman	Idiomatic Rust casing for upstream cardano-node-chairman process-plan builder.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	proc_cli_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	procCli	Idiomatic Rust casing for upstream cardano-cli process-plan builder.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	proc_kes_agent_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	procKESAgent	Idiomatic Rust casing for upstream kes-agent process-plan builder.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	proc_node_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	procNode	Idiomatic Rust casing for upstream cardano-node process-plan builder.
cardano-testnet-process-run	crates/tools/cardano-testnet/src/process/run.rs	proc_submit_api_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/Run.hs	procSubmitApi	Idiomatic Rust casing for upstream cardano-submit-api process-plan builder.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	add_exe_suffix	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	addExeSuffix	Idiomatic Rust casing for upstream executable suffix helper.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	bin_dist_from_plan_json	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	binDist	Idiomatic Rust plan-json variant of upstream component binary resolver.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	bin_flex	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	binFlex	Idiomatic Rust casing for upstream binary resolver.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	default_exec_config	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	defaultExecConfig	Idiomatic Rust casing for upstream default execution config.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	exec_cli_unit_with_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	execCli_	Idiomatic Rust plan-injected variant of upstream execCli_.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	exec_cli_with_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	execCli'	Idiomatic Rust plan-injected variant of upstream execCli'.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	exec_flex_any_with_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	execFlexAny'	Idiomatic Rust plan-injected variant of upstream execFlexAny'.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	exec_flex_with_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	execFlex'	Idiomatic Rust plan-injected variant of upstream execFlex'.
cardano-testnet-process-run-io	crates/tools/cardano-testnet/src/process/run_io.rs	exec_kes_agent_control_unit_with_plan	.reference-haskell-cardano-node/cardano-testnet/src/Testnet/Process/RunIO.hs	execKesAgentControl_	Idiomatic Rust plan-injected variant of upstream kes-agent-control unit executor.
