rust_path	candidates	matched_candidate	upstream_hits	docstring_parity	initial_verdict	final_verdict	notes
crates/consensus/src/mempool/queue/inner.rs	inner	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/mempool/queue/shared.rs	shared	shared	.reference-haskell-cardano-node/deps/plutus/plutus-benchmark/marlowe/bench/Shared.hs;.reference-haskell-cardano-node/deps/plutus/plutus-benchmark/nofib/bench/Shared.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/mempool/queue.rs	queue	queue	.reference-haskell-cardano-node/deps/plutus/plutus-benchmark/nofib/src/PlutusBenchmark/NoFib/Knights/Queue.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/mempool/tx_state/shared.rs	shared	shared	.reference-haskell-cardano-node/deps/plutus/plutus-benchmark/marlowe/bench/Shared.hs;.reference-haskell-cardano-node/deps/plutus/plutus-benchmark/nofib/bench/Shared.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/mempool/tx_state/state.rs	state	state	.reference-haskell-cardano-node/deps/cardano-ledger/eras/allegra/impl/src/Cardano/Ledger/Allegra/State.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/alonzo/impl/src/Cardano/Ledger/Alonzo/State.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/babbage/impl/src/Cardano/Ledger/Babbage/State.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/consensus/src/mempool/tx_state.rs	tx_state|state	state	.reference-haskell-cardano-node/deps/cardano-ledger/eras/allegra/impl/src/Cardano/Ledger/Allegra/State.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/alonzo/impl/src/Cardano/Ledger/Alonzo/State.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/babbage/impl/src/Cardano/Ledger/Babbage/State.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/mempool.rs	mempool	mempool	.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/src/Cardano/Chain/Byron/API/Mempool.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/conway/impl/src/Cardano/Ledger/Conway/Rules/Mempool.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/dijkstra/impl/src/Cardano/Ledger/Dijkstra/Rules/Mempool.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/nonce/derivation.rs	derivation	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/nonce/evolution.rs	evolution	evolution	.reference-haskell-cardano-node/deps/kes-agent/kes-agent-crypto/src/Cardano/KESAgent/KES/Evolution.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/nonce.rs	nonce	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/ocert/ocert.rs	ocert	ocert	.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-protocol-tpraos/src/Cardano/Protocol/TPraos/OCert.hs;.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-protocol-tpraos/src/Cardano/Protocol/TPraos/Rules/OCert.hs;.reference-haskell-cardano-node/deps/kes-agent/kes-agent-crypto/src/Cardano/KESAgent/KES/OCert.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/consensus/src/ocert/rules_ocert.rs	rules_ocert|ocert	ocert	.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-protocol-tpraos/src/Cardano/Protocol/TPraos/OCert.hs;.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-protocol-tpraos/src/Cardano/Protocol/TPraos/Rules/OCert.hs;.reference-haskell-cardano-node/deps/kes-agent/kes-agent-crypto/src/Cardano/KESAgent/KES/OCert.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/consensus/src/ocert.rs	ocert	ocert	.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-protocol-tpraos/src/Cardano/Protocol/TPraos/OCert.hs;.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-protocol-tpraos/src/Cardano/Protocol/TPraos/Rules/OCert.hs;.reference-haskell-cardano-node/deps/kes-agent/kes-agent-crypto/src/Cardano/KESAgent/KES/OCert.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/praos/common.rs	common	common	.reference-haskell-cardano-node/bench/cardano-recon-framework/app/Cardano/ReCon/Common.hs;.reference-haskell-cardano-node/bench/cardano-timeseries-io/app/Cardano/Timeseries/Common.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Tracing/OrphanInstances/Common.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/consensus/src/praos/vrf.rs	vrf	vrf	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/VRF.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-praos/bench/Bench/Crypto/VRF.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-praos/testlib/Test/Crypto/VRF.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/consensus/src/praos.rs	praos	praos	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-praos/src/Cardano/Crypto/VRF/Praos.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/shelley/Ouroboros/Consensus/Shelley/Node/Praos.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/shelley/Ouroboros/Consensus/Shelley/Protocol/Praos.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/crypto/benches/blake2b_hash.rs	blake2b_hash|hash	hash	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/bench/Bench/Crypto/HASH.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/Hash.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/Libsodium/Hash.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/crypto/src/blake2b.rs	blake2b	blake2b	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/Hash/Blake2b.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/crypto/src/bls12_381.rs	bls12_381|381	bls12_381	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/EllipticCurve/BLS12_381.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/untyped-plutus-core/testlib/Evaluation/Builtins/BLS12_381.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/crypto/src/ed25519.rs	ed25519	ed25519	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/DSIGN/Ed25519.hs;.reference-haskell-cardano-node/deps/plutus/plutus-benchmark/bitwise/src/PlutusBenchmark/Ed25519.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Crypto/Ed25519.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/crypto/src/error.rs	error	error	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Crypto/BLS12_381/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Evaluation/Error.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/crypto/src/kes.rs	kes	kes	.reference-haskell-cardano-node/cardano-tracer/src/Cardano/Tracer/Handlers/RTView/Update/KES.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/bench/Bench/Crypto/KES.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/KES.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/crypto/src/secp256k1.rs	secp256k1	secp256k1	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Crypto/Secp256k1.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/crypto/src/sha3_hash.rs	sha3_hash|hash	hash	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/bench/Bench/Crypto/HASH.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/Hash.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/Libsodium/Hash.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/crypto/src/sum_kes.rs	sum_kes|kes	kes	.reference-haskell-cardano-node/cardano-tracer/src/Cardano/Tracer/Handlers/RTView/Update/KES.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/bench/Bench/Crypto/KES.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/KES.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/crypto/src/test_vectors.rs	test_vectors|vectors	vectors	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/testlib/Test/Crypto/Vector/Vectors.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/crypto/src/vrf.rs	vrf	vrf	.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/VRF.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-praos/bench/Bench/Crypto/VRF.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-praos/testlib/Test/Crypto/VRF.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/ledger/src/cbor.rs	cbor	cbor	.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/crypto/testlib/Test/Cardano/Crypto/CBOR.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/src/Cardano/Chain/Common/CBOR.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/testlib/Test/Cardano/Chain/Block/CBOR.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/collateral.rs	collateral	collateral	.reference-haskell-cardano-node/deps/cardano-ledger/eras/babbage/impl/src/Cardano/Ledger/Babbage/Collateral.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/ledger/src/epoch_boundary.rs	epoch_boundary|boundary	epoch_boundary	.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-ledger-test/bench/Bench/Cardano/Ledger/EpochBoundary.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/src/Cardano/Chain/Block/Boundary.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/eras/allegra.rs	allegra	allegra	.reference-haskell-cardano-node/deps/cardano-ledger/eras/allegra/impl/src/Cardano/Ledger/Allegra.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/unstable-cardano-testlib/Test/ThreadNet/TxGen/Allegra.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/ledger/src/eras/alonzo.rs	alonzo	alonzo	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Protocol/Alonzo.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/alonzo/impl/src/Cardano/Ledger/Alonzo.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/unstable-cardano-testlib/Test/ThreadNet/TxGen/Alonzo.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/ledger/src/eras/babbage.rs	babbage	babbage	.reference-haskell-cardano-node/deps/cardano-ledger/eras/babbage/impl/src/Cardano/Ledger/Babbage.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/unstable-cardano-testlib/Test/ThreadNet/TxGen/Babbage.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/ledger/src/eras/byron.rs	byron	byron	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Protocol/Byron.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Tracing/Era/Byron.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Tracing/OrphanInstances/Byron.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/eras/conway.rs	conway	conway	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Protocol/Conway.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/conway/impl/src/Cardano/Ledger/Conway.hs;.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-ledger-canonical-state/conway/Cardano/Ledger/CanonicalState/Conway.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/eras/mary.rs	mary	mary	.reference-haskell-cardano-node/deps/cardano-ledger/eras/mary/impl/src/Cardano/Ledger/Mary.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/unstable-cardano-testlib/Test/ThreadNet/TxGen/Mary.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/ledger/src/eras/shelley.rs	shelley	shelley	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Protocol/Shelley.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Tracing/Era/Shelley.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Tracing/OrphanInstances/Shelley.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/ledger/src/error.rs	error	error	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Crypto/BLS12_381/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Evaluation/Error.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/fees.rs	fees	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/min_utxo.rs	min_utxo|utxo	utxo	.reference-haskell-cardano-node/bench/tx-generator/src/Cardano/TxGenerator/UTxO.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/allegra/impl/src/Cardano/Ledger/Allegra/Rules/Utxo.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/allegra/impl/src/Cardano/Ledger/Allegra/UTxO.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/native_script.rs	native_script|script	script	.reference-haskell-cardano-node/bench/tx-generator/src/Cardano/Benchmarking/Script.hs;.reference-haskell-cardano-node/cardano-tracer/test/Cardano/Tracer/Test/ForwardingStressTest/Script.hs;.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/tests-lib/lib/Test/Ouroboros/Network/Data/Script.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/plutus.rs	plutus	plutus	.reference-haskell-cardano-node/bench/tx-generator/src/Cardano/TxGenerator/Setup/Plutus.hs;.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-ledger-core/src/Cardano/Ledger/Plutus.hs;.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-ledger-core/testlib/Test/Cardano/Ledger/Plutus.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/ledger/src/plutus_validation.rs	plutus_validation|validation	validation	.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/src/Cardano/Chain/Block/Validation.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/src/Cardano/Chain/Byron/API/Validation.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/src/Cardano/Chain/Epoch/Validation.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/protocol_params.rs	protocol_params|params	params	.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/src/ouroboros-consensus/Ouroboros/Consensus/Peras/Params.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/src/unstable-consensus-testlib/Test/Ouroboros/Consensus/ChainGenerator/Params.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/rewards.rs	rewards	rewards	.reference-haskell-cardano-node/deps/cardano-ledger/eras/shelley/impl/src/Cardano/Ledger/Shelley/Rewards.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/shelley/test-suite/bench/Cardano/Ledger/Shelley/Bench/Rewards.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/shelley/test-suite/src/Test/Cardano/Ledger/Shelley/Rewards.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/stake.rs	stake	stake	.reference-haskell-cardano-node/deps/cardano-ledger/eras/allegra/impl/src/Cardano/Ledger/Allegra/State/Stake.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/alonzo/impl/src/Cardano/Ledger/Alonzo/State/Stake.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/babbage/impl/src/Cardano/Ledger/Babbage/State/Stake.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/state/cbor.rs	cbor	cbor	.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/crypto/testlib/Test/Cardano/Crypto/CBOR.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/src/Cardano/Chain/Common/CBOR.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/testlib/Test/Cardano/Chain/Block/CBOR.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/state/chain_dep.rs	chain_dep|dep	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/ledger/src/state/checkpoint.rs	checkpoint	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
